source_record_id,txid,scenario_family,scenario_instance_id,ground_truth_role,label_strength,expected_signals,expected_pattern_kind,contamination_note
R00036423,42bbee154f726c9f19ee8fadf2ae83d893209cb09180f559a461215e577063e1,A,,background,weak,,none,
R00036424,090c36430bebba9492e090fdca23d3957cbf159ed917d27c9b67d93a8e637586,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036425,11e612a76ed387f0cebee8931345b2d4aa64679e7ebc55baa6914f658a151260,A,,background,weak,,none,
R00036426,a313b82df49abb7dfcc67e9466453d033f2a155552691269af849f7f549e1af3,A,,background,weak,,none,
R00036427,71b9b867ab1d6484f061ed0e3fa5329b0c6bb9b172e666c14576700c3a096d06,A,,background,weak,,none,
R00036428,0bd390d3066f81116e9f71412982a93a142a16470d760a763a767e1a9255813e,A,,background,weak,,none,
R00036429,66e7565dc38f927399e583ed64c4bafbc38a4a54254305a9a5c4862fd0bb7dae,A,,background,weak,,none,
R00036430,47939da9c5aa236927d17f40572be92ef7e6740cc6f09e816cfc993c18f28701,A,,background,weak,,none,
R00036431,992ab094bacd5082c86b79154a468fbb44686d370aea34384e458202f494321f,A,,background,weak,,none,
R00036432,2071d8c635fc7bf366dfc361e0513af5551710b64ae49693ab6990c54bf4f125,A,,background,weak,,none,
R00036433,e32a2c33b1870a5e68bfbd7db01fd1e7d3b94dac6175012ddb1f33552c27f4ff,H,H-02,scenario_core,weak,graph,none,
R00036434,f0728a7c1dd09556c0471099777e5c292d9f6ef208d7a65e29fae43f9cb54941,A,,background,weak,,none,
R00036435,6a40c967672c2ac1c898ee59f26aa37d61644b1fe00a203190403fc898191db5,A,,background,weak,,none,
R00036436,010c2ac6aa50aeab524d5c00f57af249ee73520ae0cb733b3d074a4d7945a977,A,,background,weak,,none,
R00036437,5b771c5487b78a1200397a4198753c57dd6438135521d44188cb15dc974a3bd5,H,H-01,scenario_core,weak,graph,none,contains_embedded_C
R00036438,bbf42b95da0f1f6de4b185863e05633a547393de3ec69467e763b72f41d776ae,A,,background,weak,,none,
R00036439,ed4dd7898385423a241ee79ccb2419c86678343658de1ee884dc791823a8b2b4,A,,background,weak,,none,
R00036440,110706623f536821f6770a186e432ce2c2f8012636daff7882fd03f2d49ad6cb,A,,background,weak,,none,
R00036441,cf2cc8a43f9297011fbc7fd64730cb7b9b930d24c6947c99bac1f180fcd93beb,A,,background,weak,,none,
R00036442,19bf469a61f3104e6ab3647713188e5c74aa6b3cb921bffe59dc4ddbcfc4c923,A,,background,weak,,none,
R00036443,01cfffffb9dae67004b04e0dfa4d30fbdb34a34f795da3a6e3b25646123c45c3,A,,background,weak,,none,
R00036444,c6c21bab5615f77487e24ea5f95909bf06846bdc3ba2646e8763b78fb68dcfbe,H,H-04,scenario_core,weak,graph,none,
R00036445,04d0381ba440313aa305761eac3922a376a48ca6cb0815f46fa36b00fe1d5250,A,,background,weak,,none,
R00036446,70b19ca6af133ad8c17197d7fbe5d45c787e8ddfa6e9d2d520bd732080d1553c,A,,background,weak,,none,
R00036447,2fd60b5f6fdb5df2027f3f959c28a75289ebd3ecec18cb9149b1e25557ea14cd,A,,background,weak,,none,
R00036448,52f91713ca24cd2dd632e8fa799648e9bdd9d0cf5b6a06fbc375ba2214b3c310,A,,background,weak,,none,
R00036449,01312de1183451ad7921d4c2df5180b8964fc080f29c6c008c1cdd247329de49,A,,background,weak,,none,
R00036450,580625950318aff6cbfefebaa4c560ed50cdda1d038a8b73a49546862dd43bb3,A,,background,weak,,none,
R00036451,e65f1783337ec320dee72464e04537f870a7c67bc5b8be7f8e1ac3106cbdc029,A,,background,weak,,none,
R00036452,74789cf742ca9bea2c98640133d36c203e5fa233c449e6ebae0d7cee1bc17f55,A,,background,weak,,none,
R00036453,7245ec6566ba1c2beb4520294f5bdc7c62404ad7f7ef78e967871501dc17edf6,A,,background,weak,,none,
R00036454,f894261d92d13dd95c0f19cc0d7e6420475e2670781f2021111d7b0bf6cb08b0,A,,background,weak,,none,
R00036455,6cf58d2a3888bdf460dbb6fcc5dbba47c9af8c560efd17140bc5ce94e01033ea,A,,background,weak,,none,
R00036456,cb504b3111c93489ac3d24dbb07b366a45c497baadc5ef40ca62da1faf643e9b,A,,background,weak,,none,
R00036457,5669c10744540c88d6df0fe48f79912d085c37d26c8f3b840d7ebff8b9c75828,A,,background,weak,,none,
R00036458,af3231f5bdac127fd0861845d6ef1a2c0dafd512d81e402b91a1adf8696ed0b7,A,,background,weak,,none,
R00036459,75cdd8d340e39384513bd479a88d28fbffb684991874d53f99a85a0a9f15fdd8,A,,background,weak,,none,
R00036460,6e4f352d5c674988145e92e8a336cac45e10dc926b168a54bdfcd866a9828cd4,A,,background,weak,,none,
R00036461,bfd7ffe8127e5d7d7dd81576c6bd2f059afa48140436a9fdebd3cb683e05fd65,A,,background,weak,,none,
R00036462,503e5c563c73cf3db6cbd57dfc8d80f44919e202a166f367ca97f52785e609db,A,,background,weak,,none,
R00036463,5ee11f099e96578570e6b5e5284b8e54386a4ccc8648cb27bae545e2e43feee6,A,,background,weak,,none,
R00036464,00edee3c754da199ffdedcc7cbe75d96e9292186bc895254c6854ffbb19737bf,A,,background,weak,,none,
R00036465,6e4f352d5c674988145e92e8a336cac45e10dc926b168a54bdfcd866a9828cd4,A,,background,weak,,none,
R00036466,39d511f0c5d6a52164c38454f8454fe33b8ad5138a8275f3f6d643385c6562d5,A,,background,weak,,none,
R00036467,43ab1f5af849253c41576b069bd4b8940dc00693577fa0dd680b0b83586261f7,A,,background,weak,,none,
R00036468,8bb5835f4c75462c25496374817ea931c4e0aeaa2708e80e02d4d147b40bd124,A,,background,weak,,none,
R00036469,8a244520c178701c898faf2ffcd50fa31672fe21381b0da0b5dd7ce16eee873b,A,,background,weak,,none,
R00036470,d8ef437a8ca2e7cf8f09b9b1f27cb82896e9fb6cbef1fc0e0b7504a4a8b1ab10,A,,background,weak,,none,
R00036471,bd559d4a1c806873ac07c41eda6b6d259e7898b63b336e65e1ec813f3758cadf,A,,background,weak,,none,
R00036472,3dee4be1c36a5663ab6fc7aed57101922b93fbf160b1b8e2a32cb3625df06013,A,,background,weak,,none,
R00036473,01a2ccb0235596fdcd336201c5849b728c59ad5856669d3e278da3c87ade7d86,A,,background,weak,,none,
R00036474,c49a8eb517d4f1b3576ecc522ddc06bc6f04902bc7dbc9761a84868b7b6a1860,A,,background,weak,,none,
R00036475,614a1961f16b576f18f49b3910ba6e251a8a8b1bde32006c92bfb0f48e7367c1,A,,background,weak,,none,
R00036476,edefd3427222a65d313463a4ab50826da6cae266b219e07afd03e17938d5fad0,A,,background,weak,,none,
R00036477,030bb76194fb25062d414f2c880340d7604377651939bd2cc595a3299708626d,A,,background,weak,,none,
R00036478,6334f8a308391e8aa2406cb2c99ab676ab018cf012196c4331f9d3d64dd88d5a,A,,background,weak,,none,
R00036479,b632f8e63f16b750ec9f4a34816f0697897540b2462562a84f498c2572e04319,H,H-06,scenario_core,weak,graph,none,
R00036480,cf57d55fe742d9def5f9d233329069c008a5d0c0f16ba6f7ce2c3c96ca108d71,A,,background,weak,,none,
R00036481,45a47f299d0c5d9c2a0b91a0d2ed4524e7a8123099903339c2ed6160c52a9f56,A,,background,weak,,none,
R00036482,6e2a65e00968bb27a3fb9d94c13fc6c2e9bf4807b05aa88dd1ae9a00f1a0d47e,A,,background,weak,,none,
R00036483,fcf2ea3ef70c3f7d444f16b1695183c66ed9125434951e0896c7600de4fa511c,A,,background,weak,,none,
R00036484,5b87c87a49289abdc895b78d8225319acfb7643b4741ca3dc885c56493786c3c,A,,background,weak,,none,
R00036485,f9cd0f4aeca273419948068836f02499f26f9462ef14f94928486930ad77f1a0,A,,background,weak,,none,
R00036486,6e2a65e00968bb27a3fb9d94c13fc6c2e9bf4807b05aa88dd1ae9a00f1a0d47e,A,,background,weak,,none,
R00036487,83cf78b0ab121dfeeb99b11573f7d2be4924a167eacfe89892bd775ce68910fb,A,,background,weak,,none,
R00036488,13506e33ca8bd26adc13e1155ab419d38a91484ce396de3f54c40e77136a79df,A,,background,weak,,none,
R00036489,936f397cc1f0080fb094b8e9ace077db1e309d87cc988f8bf3a5b094cc131c5c,A,,background,weak,,none,
R00036490,66e3a370e0b2734bd810badbc5f0c47a6c318b3179cb646bcbc19f42415b8c68,A,,background,weak,,none,
R00036491,9ce42b8e899609bd78f0077b0cc74fdb5dc5970f02b7e6a0e4dc074d5aecfbef,A,,background,weak,,none,
R00036492,379407f257c3a54e5a22150a5f253f9f391869cb7fbb92c32e81195c83a7d04d,A,,background,weak,,none,
R00036493,6ebf123ff741cfe956b0bb058af3e926ef7ac78bcddac3e45406c55e1571835b,A,,background,weak,,none,
R00036494,9ce42b8e899609bd78f0077b0cc74fdb5dc5970f02b7e6a0e4dc074d5aecfbef,A,,background,weak,,none,
R00036495,936f397cc1f0080fb094b8e9ace077db1e309d87cc988f8bf3a5b094cc131c5c,A,,background,weak,,none,
R00036496,ed9746f74ebaa1fb951a57272e7c3c7b0dc7be563d402f4c372d41966dd24fad,A,,background,weak,,none,
R00036497,a5578beb5c0a3722fb123aada0387f3df8864016ac80c6aeee8a2a51d500160f,A,,background,weak,,none,
R00036498,6070126a566a447ed39cde719d08dfc7f6ce7101debcfe019780b2520c49a6db,A,,background,weak,,none,
R00036499,84a3fb0e81a1d51dcdea609c2da018b725c73deadf50192fc46159d0065cd91b,A,,background,weak,,none,
R00036500,f5753b151e4a893ce7d49b84cab5aa97ff8d7423773a94540c7906594d77c48a,A,,background,weak,,none,
R00036501,c83ac6290f9555a9ce57a76188771a312e83f652b9cc82643297d7b4a944dd09,A,,background,weak,,none,
R00036502,f72a07a2a06ea7308f50227d1ea88ab2d2305b4d87e226c0bb5da78aa1224ab9,A,,background,weak,,none,
R00036503,0be1e6dbc17fa491de22707b3b26dad7decfd70f9d380115d486430d7bc5cb56,A,,background,weak,,none,
R00036504,a57e224aac75e60cae0bc180401ea6a32eb8e4a27a17ae5d871ce2d6963c488c,A,,background,weak,,none,
R00036505,0e3a6107f9f313b38de80abfa74b2d216ffc8eaf3c82612b1a15ecf033da29a3,A,,background,weak,,none,
R00036506,9a101eb84c87d8e58fc64083ac0254bb22c41a1bdb667c18662446f7b4fae85c,A,,background,weak,,none,
R00036507,defc98f63be54f81da542840f80fb8ba28ed98f6843b22052a60ebca22adb91c,A,,background,weak,,none,
R00036508,cd09ca104866f11da21c10cb5ca25e1a63178e920a5d3505334af976f1986297,A,,background,weak,,none,
R00036509,f390176fd855abef2b235b9a6cf5e2f290ff46d97a07c80d5323574b00127a19,A,,background,weak,,none,
R00036510,9fd1176fea10d10b3505f58c87e60262b24aceb758a5e147c37e08066d47f044,H,H-06,scenario_core,weak,graph,none,
R00036511,41dd73dac8d7122443d1b0fc536359ea543f95aa48a42d49b5ca0f0f1b5f3666,A,,background,weak,,none,
R00036512,c12339d080c01dcae595ab1fbff5168a8b69c9a976897fb31f3ad0bffab64fe3,A,,background,weak,,none,
R00036513,a80635a27c671fe189ccaeb92d8cec98471d7e60011dd8f4c807d7f4d50082b1,A,,background,weak,,none,
R00036514,a3ac6768a277d12a4e5d18f1943ba833ecacd3a449682bba8d55d8701c9c37a7,A,,background,weak,,none,
R00036515,26d7542463a0085c30c466ecc11a9701fdb00e6cad74045be4eaca1d7d0de916,A,,background,weak,,none,
R00036516,aae5d345d8b8e345fb806e50d19974697a53f930d8a01c7a55db80be60381fcf,A,,background,weak,,none,
R00036517,cbfe494de3d432025d04b3d69455c6b745cc2cfeef8caf8223129f7967ed82de,A,,background,weak,,none,
R00036518,1819f796fc7d6102cf61dcb590c3c97bc76020a7f8adf1c0e71d7c820f936450,A,,background,weak,,none,
R00036519,72e802a378064615d4116ba4d74f0404029fe2ca8447e61ec7a079b5a7643c14,A,,background,weak,,none,
R00036520,b005b05561c853c05e7845faf0fbe9a88cf1d72cca7e319773431632498fc118,A,,background,weak,,none,
R00036521,190a958f9fc13bd4f916266f8c8a5c0ac2df8cab2f20fcb341d3571afc2cde92,A,,background,weak,,none,
R00036522,ff3b48144c5ca60fc49bc063b32cdbabf34f766e87c22809071ab47e19b8438f,A,,background,weak,,none,
R00036523,f01cbf6d071a6efb230e08d86da34d859d4763319a166e66717eae8fb3fe90f3,A,,background,weak,,none,
R00036524,a3927aa59440fd8c64975af76811ab0af002c5573a701b0b6d62924cb39d1639,A,,background,weak,,none,
R00036525,07676132ddc6c780e58eed8cc02fe3c408d172bb627ad43db29c0c789d59debf,A,,background,weak,,none,
R00036526,9db33edab0599b8216ea3432e1c2359a008a949533ca4ee7a9b869b14dfa5eb2,A,,background,weak,,none,
R00036527,75adc76d62ed070279ba59a799fcf50517b0f1b51616b706e5baec3a8a18e1a3,A,,background,weak,,none,
R00036528,f87c0993ca41ae3d2a4af1542d25381d863a08122626575ca26a45c5a8732d8c,A,,background,weak,,none,
R00036529,553607b7db2c1c83cfe82a8a7878e38e740044bfdc8f1c69ae935b81dfe7b112,A,,background,weak,,none,
R00036530,1c45b4050747d7c6831447ffde5efc809a8b41b82deb8807f1b35f9f3fc7884f,A,,background,weak,,none,
R00036531,a695405a31f1cbc14cc91a6e4b875ea6a57c1ed277f620b5bcba1c7322c16326,A,,background,weak,,none,
R00036532,5d0a015bbd57f315fad87f12f1bbb75d5daaf79e5791b2980966ddd9f7506529,A,,background,weak,,none,
R00036533,ba60a216124a5ea66ef5034d1dc82cce4fe3c51e3baf22c1c05eb08f50f94f6e,A,,background,weak,,none,
R00036534,f87c0993ca41ae3d2a4af1542d25381d863a08122626575ca26a45c5a8732d8c,A,,background,weak,,none,
R00036535,f3d7d9e90c3e149dbeacb6271b007a5d9cc82348f0fed77c10f8f5d45340caff,A,,background,weak,,none,
R00036536,7bb1dd113ac59e5de243a87c2b4f857eca8e9d5009c7ff58995e8d9ea49672a7,A,,background,weak,,none,
R00036537,1b6be3dc72d190b0b5210fd6787786b1b53926a08524c6f107e706ef2bdfc7b8,A,,background,weak,,none,
R00036538,7186600f75983c7e29483fd144f67ce67b63cb0cf4fd1967433f309592ea678f,A,,background,weak,,none,
R00036539,5ade363181c9a62ad1aa09591837c2f57ca04ff000e59f19a211d6987dcd6462,A,,background,weak,,none,
R00036540,2bcd9db54931f668724033da76567ad8f48d34caaaf4149cd5941a05d2b6dede,A,,background,weak,,none,
R00036541,29994fc7fb7b89055c77798b7020011fee722e2ab958422cc6dd324cbbbc9ef1,A,,background,weak,,none,
R00036542,e756894eac7a2f02a9ac0d47031c601c3696c959ee0673b793445a674f515653,A,,background,weak,,none,
R00036543,66702ab58adbd1dd3122d5b5ea8eba5691c166ca8c489b0ad117ae6594dde8de,A,,background,weak,,none,
R00036544,fe6b88bf45bd063c4569e153335d742446d278ff7de3b95322033b6dd5d2e52d,A,,background,weak,,none,
R00036545,5da1efd84b4cfcf5c7eddc74f824090c766c31d680fd8c1206527b9a614374b1,A,,background,weak,,none,
R00036546,091545a7af5a47945143cd0d41523037003a3e7d23e1d6db50cf61480c67f0bb,A,,background,weak,,none,
R00036547,8b9294fa0167faf27fcd14ee000fa8063232ee76784efbe0c39dcda8ffc17dfe,A,,background,weak,,none,
R00036548,752af8b2067d9855dff8d0e517acb2f44adf32682df2ae6c87b6d206d7aaabd2,A,,background,weak,,none,
R00036549,0d719fcec4717f53d20012e4142977e3d873fe6ee26fe776a7b7c3ae6b4ab0e4,A,,background,weak,,none,
R00036550,9e91979ecb89c70e98c594b4494b0b95c6f1ad445c60bd0343f3415aa18e981f,A,,background,weak,,none,
R00036551,37286e55afee53243731c0288dc3160e48d6e1b0c2fd1485b857dd1311a500d6,A,,background,weak,,none,
R00036552,a99b86f6218541a34de0f1b4aaed0b7437466092cfdf25f0cbf9894310480389,A,,background,weak,,none,
R00036553,8158abb3c4b2d001a54bb43218eeb0ccc45d7ad82cdecb367961284c7d898353,A,,background,weak,,none,
R00036554,bdea79456911e6404b4ece3d58daf180769dca60fb8789162b03299a3b751118,A,,background,weak,,none,
R00036555,ae80adf2682ab4878ec5258cc7dc7a1fa6be43a6456dece2ab635bee1fb45a1f,A,,background,weak,,none,
R00036556,41697962527dca8e9af172b67db0fd673f8634b0d9a4cc2a466221bb7c40a592,A,,background,weak,,none,
R00036557,4729ab8c938edab8c2b1be80c1e9c7ca591cabaf82d535171a44e513a0cb8f3d,A,,background,weak,,none,
R00036558,3bd513996b4820cc1556ac606046c59ea49bac5175878136306a2833cca251da,A,,background,weak,,none,
R00036559,00caba512fcdfdde724223e33fbb6b1c72dc3f7181a84b7fa7a2d1159bb4d50c,A,,background,weak,,none,
R00036560,679b6203d1600c168dd6099b209d2941389d5212a9cf76b07c64c19b86f8c568,A,,background,weak,,none,
R00036561,18e062f05cd146046b154a9368149b397b94449aac3875f572fb3ceea663ab3c,A,,background,weak,,none,
R00036562,a4a0891ffd51c4f206240775eec1d108e8a3e3e8646b44d94d0de1ece9699aac,A,,background,weak,,none,
R00036563,fb064b02c1b85b2ee5f5021a7e4a76a06679f2df6cb77712f439eb3e23dcd448,A,,background,weak,,none,
R00036564,188986bc778e7035bce7f1a74f5e2deeeae52f18f23d9f7a22e75ff9b8ceb9df,A,,background,weak,,none,
R00036565,c9b569d799d5f024e36b9852e5888a896b2372a485ab17cce37442df02c4ff61,A,,background,weak,,none,
R00036566,a4f4c3e82c91c4d544a80d75fb368eb8c9b3b5bf83b81189bc7abd75c32e070a,A,,background,weak,,none,
R00036567,c251ae97116513746dbcd71e5a44d6838c9c2315cb9aca1dd4c5be1b439122e8,A,,background,weak,,none,
R00036568,29c3904ea34a696aa4bb6e4198d17c07432f4c1e6e8a0db95117af569833df1e,A,,background,weak,,none,
R00036569,0bcce0e3e2b3ecfd7c9f2e8d132a0aeb92451f99ae898904a32ea1c68cf91e06,A,,background,weak,,none,
R00036570,75607004dc7112e5baa6b6a9fe097cef477a564e678cef095227702f3aa8445e,A,,background,weak,,none,
R00036571,20dafdb88cd2d81c6aeb6e5996c6271e25f42e1292f08006c77601b9ffeccdc5,A,,background,weak,,none,
R00036572,d15c47d7d9aad6806f965ba81485002c6fada14b3013d5e25740a79f225bf4cf,A,,background,weak,,none,
R00036573,15d384932cae31ee75dfbb069323c355ead4cc4060b25a5f5d2f7c0255f2e9ab,A,,background,weak,,none,
R00036574,3d26fe8cc19f1e3eb47c785ae1261962913069c30179813d20d2ccce7390fa85,A,,background,weak,,none,
R00036575,1d05fb64012e365337c5044ea30898d1051df9805bd7c53af74cce779ba79833,A,,background,weak,,none,
R00036576,86edf6909cbe947543241cc72084d1976b7297b0a099f22627b4876c64615d59,A,,background,weak,,none,
R00036577,20dafdb88cd2d81c6aeb6e5996c6271e25f42e1292f08006c77601b9ffeccdc5,A,,background,weak,,none,
R00036578,c5d95e0219ec326838cee6d7be31cfc6afaf72c806e99e45eb571e30996d4bf3,A,,background,weak,,none,
R00036579,0b0f889c75232e3f08e89a78af6baa25e24df0bc8ba788415dd9897088e9a46f,A,,background,weak,,none,
R00036580,5615ca912a85abf317f0bd2055016273174877da08504bdad92137eed960e71f,A,,background,weak,,none,
R00036581,f356909be6d195393c1a8f91a7853476e2dbd874dcd1101c101b0cc8e5e82e1f,A,,background,weak,,none,
R00036582,3e8cce9f63fc3d1607bd8d6012b5eebaa5a92e5c8c90b7003a975a400b50a887,A,,background,weak,,none,
R00036583,aa42b8bb9905ac4b09996e04a50e110f84361bb8f2dbe9c4eb4622b927603502,A,,background,weak,,none,
R00036584,ef66c9cfa3af0d0f65937f96e6c0103937f5ae9d8faeae26040dd2297b37dfb8,A,,background,weak,,none,
R00036585,fb95642ae3f66107cb646fbc0860af39af52628f4c7e7369c3f3f36c9913a6f6,A,,background,weak,,none,
R00036586,d5a770d8634ec46f23cf7d64804ef4197499da9ddae3b4b1c2fc15a9737497a3,A,,background,weak,,none,
R00036587,7374d4c84636579439a3ddf6031d5bc683c0369af0c23588c565c60d9f592ac3,A,,background,weak,,none,
R00036588,860786fd6b51696837ddbf4f2859470f78c956acf89675aa9fc6835bf4200cd4,A,,background,weak,,none,
R00036589,3c1086e3d5a2e486bb6f62c722bbbf0a5b4cadb509d5268e472b015c24f9ce10,A,,background,weak,,none,
R00036590,5ddd2c4033b4bacbddfcb1ac462a00780cec6ae7d6ac3d616a78890b09eec493,H,H-01,scenario_core,weak,graph,none,contains_embedded_C
R00036591,6b3ea8b0bf591811bdcf19287e52e1959cc883217d798987b2eaa68eb6c4c34c,A,,background,weak,,none,
R00036592,0e4b88fd02c73a499df43557518c0611e6efaa18ca9cb14c100970c2e06e3265,A,,background,weak,,none,
R00036593,92740dc3b1a602f18badff32dee21c34d506af3e40d3b7f296548323942019cb,A,,background,weak,,none,
R00036594,cba9149b8d43b8aea8d466b5a8357611af9a1df08dfbe9edd6af394f757bba11,H,H-02,scenario_core,weak,graph,none,
R00036595,3f58f2bb24cfb2dc0f5043cf0350397142b74e0176a54e5d8d2844850b0acf13,A,,background,weak,,none,
R00036596,91d5c2ce377c9a2831f648593150aa327436c76844552b3897bb44a6b2b170f6,A,,background,weak,,none,
R00036597,d114ebfc41739e3acd5fae9a9ab93e0e0a79e25c25ef9479bbabfaffcceb61c5,A,,background,weak,,none,
R00036598,c43000b0f1fbfd613edb28c143a859b2d58f651aa0473a88992e3c7483248879,A,,background,weak,,none,
R00036599,b2f06b23ae3ada6872b2956fcb9d2efbf3ff6979bf639141053e0ce7f4921ffd,A,,background,weak,,none,
R00036600,2da809406fb810a94d1b868a5cfeee533f2d6616faf678b59f3d0b521d5dd01e,A,,background,weak,,none,
R00036601,3a920e441d73a496274c7f5a361c6e9bb1649c4c6e581ca1527e1b2eaa42ca1c,A,,background,weak,,none,
R00036602,bc7a78dffe237f616ff279473c039f87a9b69b52ddd11bdccbd05d8e49810a14,H,H-01,scenario_core,weak,graph,none,contains_embedded_C
R00036603,f5170f5ee905178d3c66bb19ff6ec792aab569aa26686dbc95ab2d50fb26d51d,A,,background,weak,,none,
R00036604,150de9fd467ee594a5422035c99bb067ceddb39e7a6eaa08deedef1f030a3ffb,A,,background,weak,,none,
R00036605,d7e9a2fecb4fa2c367040959249570aa0655c8b456de9e48a1c5086feaaf8994,A,,background,weak,,none,
R00036606,3ae9133da14943f6b0dd4a1aee4c4fc5fcde1291d131d7774eebabd0db9af0ba,A,,background,weak,,none,
R00036607,8af4fb2b072c92810a738498df770a4a25bdebf29432f2377c0396e108245f44,A,,background,weak,,none,
R00036608,ee11a5506d74ae301386a3258b1daa4fbbe9beeb0d07c9cc2a4b3d8052902fce,A,,background,weak,,none,
R00036609,9c26102605f7a30e3dd2a540306536c09121abae71908ad86c3ca104af86eb84,A,,background,weak,,none,
R00036610,82aa94a460873b804e7a3811af35e1003955e51271340dfe3f66993bc9376947,A,,background,weak,,none,
R00036611,0f3adf71c9ad291ce48d5507e4fa2ae2ae4ecc7f646e03f843f8cb6e13f1428a,A,,background,weak,,none,
R00036612,b3ffe7d3b7e928e8be3dc81fb4f9c31f4301b3dcf8e9ab3625b6e216fe0b1b62,A,,background,weak,,none,
R00036613,a7eea0144016ebfb908319ec3d3ba8366096d6bb61413d073a3d3573a8ee22d3,A,,background,weak,,none,
R00036614,c484a4093d597254b68e49c87a3143555ec8e9b57ce3ab18ca63ce4c04e1ab01,A,,background,weak,,none,
R00036615,de41a40cdb6b3f290b6fdf317707cefd2d16fa02f6b8ce35ffa881c8956fcdd0,A,,background,weak,,none,
R00036616,13609456561aaa0bb0cedd83000f4dfdc9f6638c24e7dbfd4671ba095d302b26,A,,background,weak,,none,
R00036617,233fd4a74e25556303c93726d277e34c0f072f81414e4f0c358a230baed5433e,A,,background,weak,,none,
R00036618,7cfd956eb3b445c59231a333aab0b19552841c607345a0d7e03ea285505e0740,A,,background,weak,,none,
R00036619,233fd4a74e25556303c93726d277e34c0f072f81414e4f0c358a230baed5433e,A,,background,weak,,none,
R00036620,53ec76ac4faa74e11031fd17b25ed957c71b8986666417b2c9f6cdff6a412687,A,,background,weak,,none,
R00036621,5261d06a1ea043d6f71477fa2c3a54c1d3910eef42a2a6d2e375b858460a9065,A,,background,weak,,none,
R00036622,a9220c4369416f741df0af77b3ab3e377b39f93de4579b908d047e8f1bfaf432,A,,background,weak,,none,
R00036623,5a4bcd0888b0df3d5d947260aadead5714fdeace8aae49d1ee3d8efd86111b3b,A,,background,weak,,none,
R00036624,bf66e7c8383e84deb12d018be7aef810c2b867ad01e0ec24f954867f60cf6246,H,H-06,scenario_core,weak,graph,none,
R00036625,392b89ba5e492be09dab7008348c982ffad8f0408a011fff118e3a543d432ad7,A,,background,weak,,none,
R00036626,40bc4a7e1da1e285f417b8c592a464eecf4781631f30be13d8eff148f61dce0c,A,,background,weak,,none,
R00036627,d333a40594d1e7f8473cb436a83abd658e202f2d12cbe99838664d51140f7748,A,,background,weak,,none,
R00036628,923b8a597c50a0ed0d6abda89ba08d7c7330170d8e6b971cc38a2f43a9a8d504,A,,background,weak,,none,
R00036629,6e65c14c71046cd4e9514279fd472868bcdd6b7a55f7c8ddd5d57ebc44bfa306,A,,background,weak,,none,
R00036630,3312c6a0bdfefad65317a2dae86afdaf00d27bf169762abf9af1a252881e7644,A,,background,weak,,none,
R00036631,854fc0cfc80aa170bcb33bc37637a6cea1bb1934e5bcb56f90383c402a24acc4,A,,background,weak,,none,
R00036632,a3bbb69b4a2c2fee9bfc709e684344b189632202acc21fa33fec0c42009bdd8d,A,,background,weak,,none,
R00036633,83450c13b16e5b2d687efadbb79ea3b764cb03f197c598de7d3248091a26d875,A,,background,weak,,none,
R00036634,47c8bf4406afc524d3ab6e8c9c76485e517af363d7e474058673f24773a8eb63,A,,background,weak,,none,
R00036635,854dbe3817c97432840a28be30aeaa2ec2ceacba984c2279e082223b22df3266,A,,background,weak,,none,
R00036636,51e12e67ca78d40cf6a9a797d232f6fed0691334141f1c1ffa94e2cbe661aa92,A,,background,weak,,none,
R00036637,802767614a2cb9b7d80303cd995d594de34a34ef950fdab54483ef3c4ed59616,A,,background,weak,,none,
